business_id,bar_nightlife_crowd,bar_vibes_live_music,brunch_breakfast,cafe_coffee_reading_terminal,casual_payment_ordering,chef_specials_platters,cocktail_bars_speakeasy,comfort_food_sandwiches,craft_beer_sports_bars,customer_service_quality,desserts_bakery,dinner_happy_hour,fine_dining_tasting_menu,food_trucks_trendy_spots,markets_grocery_shopping,outdoor_street_seating,overall_food_quality,philly_neighborhood_gems,quick_fresh_lunch,service_wait_time,small_plates_cocktails,spicy_asian_flavors,unique_quirky_dining,value_portion_size,venue_location_experience,business_name,address,categories,business_stars,review_count,is_open,hours_monday,hours_tuesday,hours_wednesday,hours_thursday,hours_friday,hours_saturday,hours_sunday,dominant_topic,dominant_topic_score,topic_diversity,overall_sentiment,romantic_score,solo_work_score,family_score,group_celebration_score,hidden_gem_score
R49ZLFHn9fhEwPCh2FQeDA,0.0197,0.053,0.041,0.0195,0.0242,0.0211,0.0257,0.0603,0.0498,0.0231,0.0169,0.091,0.0237,0.0234,0.0202,0.0288,0.0512,0.1443,0.0505,0.2711,0.0234,0.0173,0.0273,0.0476,0.0232,New Wave Cafe,784 S 3rd St,"American (Traditional), Breakfast & Brunch, Bars, Restaurants, Nightlife",3.5,225,1,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,10:0-2:0,9:0-2:0,Craft Beer & Sports Bars,0.2711,7,0.6939,0.0257,0.221,0.2272,0.0318,0.0802
gkrDiCU_sRZKwuBlhEzv6A,0.0242,0.0291,0.02,0.0133,0.0207,0.0228,0.0326,0.0519,0.017,0.0171,0.0168,0.1011,0.029,0.0225,0.0175,0.0183,0.0696,0.1376,0.0844,0.2577,0.0187,0.0251,0.0189,0.065,0.0297,Shiroi Hana,222 S 15th St,"Japanese, Restaurants, Sushi Bars",4.0,217,1,0:0-0:0,17:0-22:0,16:0-20:30,16:0-20:30,17:0-22:30,16:0-21:0,16:0-20:30,Quick & Fresh Lunch,0.2577,7,0.7228,0.0276,0.2271,0.2226,0.0286,0.0802
hsL36MhSYSph3huIA2RDNg,0.0289,0.0217,0.0523,0.0403,0.0239,0.0253,0.0254,0.1251,0.0229,0.0317,0.0163,0.0651,0.0243,0.028,0.0308,0.0161,0.045,0.151,0.054,0.2337,0.0215,0.0151,0.0289,0.0642,0.023,Martin's Quality Meats & Sausage,51 N 12th St,"Meat Shops, Food, Specialty Food",4.5,63,1,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,9:0-17:0,Comfort Food & Sandwiches,0.2337,7,0.7776,0.0226,0.2306,0.2331,0.0255,0.0883
-Om8XgP9GZ4UUFbgTRI4YQ,0.023,0.0549,0.0324,0.014,0.0213,0.0227,0.0342,0.0582,0.0365,0.0192,0.0174,0.1088,0.0288,0.02,0.0209,0.0266,0.0429,0.1543,0.0451,0.251,0.0188,0.0142,0.0213,0.0461,0.0184,Martha,2113 E York St,"Bars, Restaurants, Cocktail Bars, Nightlife, American (New), Sandwiches",4.0,155,1,,,17:0-0:0,17:0-0:0,12:0-2:0,12:0-2:0,12:0-22:0,Craft Beer & Sports Bars,0.251,5,0.7358,0.0301,0.2159,0.222,0.0365,0.0819
tw_PmFjjCyg0t8Ek_kQz0Q,0.0214,0.0219,0.0355,0.0468,0.0276,0.0266,0.0217,0.0866,0.0188,0.0299,0.049,0.0621,0.0237,0.0236,0.0257,0.0243,0.0402,0.1431,0.0416,0.2691,0.0112,0.0134,0.0209,0.0487,0.019,Four Worlds Bakery,4634 Woodland,"Bagels, Pizza, Bakeries, Food, Restaurants, Coffee & Tea",4.5,58,1,0:0-0:0,8:0-13:0,7:0-14:0,7:0-14:0,7:0-14:0,7:0-14:0,7:0-14:0,Desserts & Bakery,0.2691,4,0.8149,0.0232,0.2316,0.2258,0.0217,0.0781
B6Cn6maWQ6sLhLwYGLhSlg,0.0261,0.0238,0.0417,0.0194,0.0254,0.0238,0.0255,0.111,0.0168,0.0212,0.0158,0.0759,0.0321,0.0246,0.0228,0.0196,0.0425,0.147,0.0614,0.2594,0.0142,0.0171,0.0356,0.0495,0.015,Stockyard Sandwich,1541 Spring Garden St,"Restaurants, Sandwiches, Caterers, Gluten-Free, Event Planning & Services, Breakfast & Brunch, Salad",4.5,284,1,0:0-0:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,9:0-16:0,9:0-16:0,Comfort Food & Sandwiches,0.2594,5,0.8389,0.0267,0.2229,0.2262,0.0252,0.0843
BRl-KarobZBNuCvhz5RWKg,0.018,0.0272,0.0229,0.0146,0.0185,0.0309,0.0274,0.0556,0.0139,0.015,0.0146,0.097,0.0316,0.0284,0.0144,0.018,0.0566,0.1404,0.0761,0.2743,0.0113,0.0295,0.0327,0.0575,0.0197,Ginza,1100 S Front St,"Sushi Bars, Ramen, Restaurants, Japanese",4.5,137,1,0:0-0:0,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,Quick & Fresh Lunch,0.2743,7,0.8505,0.0267,0.2265,0.2222,0.024,0.0832
cFSyJluKa2SHtgMMvlx6SQ,0.0247,0.0243,0.0312,0.0166,0.0258,0.0251,0.0261,0.1009,0.0188,0.0198,0.0155,0.0716,0.0223,0.0264,0.0174,0.0218,0.0445,0.1513,0.0456,0.3029,0.022,0.016,0.0203,0.0531,0.0166,Angelo's Pizzeria,736 S 9th St,"Restaurants, Pizza, Sandwiches",4.5,393,1,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,Comfort Food & Sandwiches,0.3029,5,0.7094,0.0235,0.217,0.2244,0.0251,0.0825
t5T6NYFsOqnYl0NETDgj7g,0.0183,0.0314,0.016,0.0145,0.0276,0.019,0.0236,0.0666,0.0155,0.016,0.0168,0.0908,0.0661,0.025,0.0192,0.0259,0.0603,0.1391,0.0469,0.257,0.0227,0.0403,0.0227,0.0515,0.0225,Sophie's Kitchen,522 Washington Ave,"Restaurants, Cambodian",4.5,62,1,15:0-20:30,15:0-20:30,15:0-20:30,15:0-20:30,15:0-20:30,15:0-20:30,15:0-20:30,Fine Dining & Tasting Menu,0.257,7,0.8781,0.0412,0.2177,0.2207,0.0241,0.0779
j6usntbtSzFyuwx4n2mn1g,0.0169,0.0317,0.029,0.0171,0.0183,0.0214,0.0244,0.0561,0.0199,0.0204,0.0206,0.1086,0.0371,0.023,0.0188,0.0235,0.0471,0.1476,0.0456,0.2622,0.0598,0.023,0.0221,0.0494,0.0183,Las Bugambilias,15 S 3rd St,"Restaurants, Mexican",4.0,381,1,11:0-21:0,,11:0-21:0,11:0-21:0,11:0-22:0,10:0-23:0,10:0-21:0,Small Plates & Cocktails,0.2622,5,0.7196,0.0293,0.2188,0.2233,0.024,0.0805
tngXF4K4cojGHn-4PUpBLQ,0.0374,0.1005,0.0195,0.0176,0.0246,0.021,0.0261,0.0388,0.0258,0.0263,0.016,0.1155,0.0199,0.017,0.0199,0.0243,0.0496,0.1062,0.0365,0.3012,0.0197,0.0287,0.0244,0.0482,0.0286,Tango,1021 Arch St,"Szechuan, Bars, Lounges, Nightlife, Restaurants, Sushi Bars, Chinese, Karaoke",3.0,163,1,16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,16:0-3:0,16:0-3:0,16:0-2:0,Bar Vibes & Live Music,0.3012,4,0.4837,0.0232,0.2123,0.22,0.0524,0.0643
ILvJAuSP0sYWJKAQ-Goh4Q,0.0233,0.0319,0.0411,0.0182,0.0185,0.0251,0.0276,0.0879,0.0231,0.0161,0.0264,0.1282,0.0469,0.0215,0.0185,0.0211,0.049,0.1293,0.0389,0.2459,0.024,0.0179,0.0277,0.0504,0.0166,Kensington Quarters,1310 Frankford Ave,"Event Planning & Services, Butcher, American (Traditional), American (New), Cooking Classes, Venues & Event Spaces, Arts & Crafts, Shopping, Restaurants, Food",4.0,318,1,,,17:0-21:0,17:0-21:0,17:0-22:0,17:0-22:0,17:0-21:0,Fine Dining & Tasting Menu,0.2459,5,0.7956,0.0337,0.2161,0.2262,0.0274,0.0752
zucC7rHpXPYBu7aEqj0NUw,0.0242,0.035,0.0542,0.0224,0.0204,0.0272,0.0294,0.06,0.0173,0.0164,0.0302,0.1309,0.04,0.0244,0.0146,0.0252,0.0451,0.137,0.0391,0.2577,0.0321,0.0181,0.0288,0.0417,0.0292,Libertine Restauraunt,261 S 13th St,"Bars, Cocktail Bars, American (New), Food, Restaurants, Gelato, Nightlife",4.0,117,1,,4:0-22:0,4:0-22:0,4:0-22:0,4:0-22:0,16:0-22:0,10:30-15:0,Brunch & Breakfast,0.2577,5,0.7685,0.0326,0.2181,0.2279,0.0293,0.076
UBj0aJ6FfMR4tdvRbQ3KSA,0.0314,0.035,0.0422,0.0214,0.032,0.0286,0.0203,0.0524,0.0159,0.0381,0.0213,0.0682,0.02,0.0204,0.0266,0.0213,0.0515,0.1151,0.0374,0.3567,0.0144,0.0159,0.0303,0.0425,0.0325,McDonald's,3935 Walnut St,"Restaurants, Coffee & Tea, Fast Food, Burgers, Food",1.5,89,1,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,Customer Service Quality,0.3567,5,0.0735,0.0204,0.2156,0.2256,0.0286,0.0679
O3XiguiWmlOWR72KerRoDA,0.0207,0.0384,0.0219,0.0218,0.0286,0.0181,0.0261,0.0553,0.099,0.0191,0.0282,0.1072,0.0243,0.036,0.0284,0.0261,0.0434,0.1417,0.0423,0.2365,0.0386,0.0198,0.0217,0.0387,0.0248,Hale & True,613 S 7th St,"Cideries, Food, Bars, Beer, Wine & Spirits, Nightlife, Beer Bar, Kombucha, Cocktail Bars",4.5,60,1,0:0-0:0,,17:0-22:0,17:0-22:0,17:0-23:0,12:0-23:0,12:0-20:0,Craft Beer & Sports Bars,0.2365,5,0.9104,0.0254,0.2194,0.2182,0.0279,0.0748
RRIJlZUVvz2CkMrDn2UziQ,0.0208,0.0252,0.0176,0.024,0.0264,0.0259,0.0236,0.0785,0.0138,0.0212,0.0337,0.0762,0.0338,0.0281,0.0188,0.0376,0.0404,0.1434,0.0553,0.2692,0.0381,0.0208,0.0262,0.0526,0.0227,El Merkury,2104 Chestnut St,"Desserts, Restaurants, Gluten-Free, Food, Salvadoran, Latin American, American (Traditional)",4.5,162,1,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,,Small Plates & Cocktails,0.2692,6,0.7796,0.0312,0.2244,0.2239,0.0231,0.081
0zf4KKZqbqoxiuKzeZLDdg,0.0308,0.022,0.03,0.0172,0.0469,0.0359,0.0,0.0744,0.0206,0.0387,0.0159,0.0648,0.0207,0.0174,0.022,0.0207,0.0454,0.123,0.049,0.3306,0.0226,0.0139,0.0338,0.0641,0.0312,PrimoHoagies,128 S 11th St,"Italian, Sandwiches, Restaurants",3.5,65,1,8:30-21:0,8:30-21:0,8:30-21:0,8:30-21:0,8:30-21:0,10:0-21:0,10:0-20:0,Casual Payment & Ordering,0.3306,5,0.3868,0.0135,0.2171,0.2324,0.0174,0.0786
MymLJ21yIMrotlJiXbd6Gg,0.0209,0.0234,0.025,0.0347,0.0323,0.0248,0.0201,0.0366,0.0188,0.0527,0.0154,0.0581,0.0184,0.0227,0.0503,0.0238,0.0487,0.1163,0.0382,0.318,0.0106,0.0149,0.0232,0.0737,0.0377,Target,4000 Monument Rd,"Department Stores, Shopping, Grocery, Fashion, Furniture Stores, Home & Garden, Electronics, Food",2.5,96,1,0:0-0:0,7:0-23:59,7:0-23:59,7:0-23:59,8:0-21:0,7:0-23:59,7:0-22:0,Markets & Grocery Shopping,0.318,6,0.195,0.0203,0.2246,0.2304,0.0214,0.0756
-cEFKAznWmI0cledNOIQ7w,0.0227,0.0314,0.031,0.0308,0.0186,0.0244,0.0253,0.0653,0.0177,0.0183,0.0278,0.1201,0.0502,0.0223,0.0183,0.0199,0.0452,0.1538,0.0434,0.2514,0.0211,0.0169,0.0239,0.0468,0.0191,Gran Caffe L'Aquila,1716 Chestnut St,"Restaurants, Gelato, Coffee & Tea, Food, Italian, Bakeries",4.5,1138,1,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-23:0,8:0-23:0,8:0-22:0,Fine Dining & Tasting Menu,0.2514,5,0.8109,0.0339,0.2239,0.2223,0.0262,0.0827
dgm6jrUZj-vAWa1OU5rbNQ,0.0215,0.0241,0.0164,0.0149,0.0139,0.0394,0.024,0.0834,0.0145,0.0218,0.0139,0.0732,0.0347,0.0292,0.016,0.0155,0.0456,0.1442,0.0741,0.2705,0.014,0.0261,0.0216,0.0542,0.019,Yiro Yiro,6024 Ridge Ave,"Greek, Food, Mediterranean, Falafel, Restaurants, Salad, Caterers, Event Planning & Services",4.5,163,1,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,12:0-21:0,Chef Specials & Platters,0.2705,6,0.7277,0.0262,0.2254,0.2195,0.0232,0.0804
eAzeb04i354i6VZFI4bJRQ,0.0249,0.0672,0.0229,0.0159,0.0584,0.0217,0.0479,0.0478,0.0262,0.0178,0.019,0.1072,0.0324,0.0254,0.0237,0.0212,0.0417,0.1522,0.0356,0.2389,0.0209,0.0129,0.0248,0.0415,0.026,Philadelphia Distilling,25 E Allen St,"Distilleries, Nightlife, Food, Beer, Wine & Spirits, Bars, Cocktail Bars",5.0,182,1,11:0-18:0,11:0-18:0,11:0-18:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-21:0,Casual Payment & Ordering,0.2389,5,0.8927,0.035,0.2136,0.214,0.0456,0.0808
yP1IBeS0hPYqSTB5bzxxZA,0.0205,0.0408,0.0161,0.0153,0.0133,0.0228,0.0236,0.0798,0.0138,0.0212,0.0185,0.1089,0.0413,0.0253,0.015,0.0189,0.0483,0.1513,0.0444,0.2541,0.0332,0.0228,0.019,0.0525,0.0205,Tio Pepe Restaurant & Bar,6618 Castor Ave,"Nightlife, Bars, Restaurants, Portuguese, Iberian, Seafood",4.5,88,1,,,,,,,,Small Plates & Cocktails,0.2541,5,0.7948,0.0295,0.2169,0.2196,0.0277,0.082
vEfA3V3pCrnigUFlLJ3gLw,0.0244,0.0361,0.0356,0.0842,0.0278,0.0252,0.025,0.0557,0.0225,0.0282,0.021,0.0771,0.0235,0.0285,0.0211,0.0287,0.0421,0.1585,0.0453,0.2388,0.014,0.016,0.0302,0.0428,0.0271,Gleaner's Cafe,917 S 9th St,"Food, Vegan, Coffee & Tea, Restaurants, Breakfast & Brunch",4.5,140,1,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,8:0-18:0,8:0-18:0,"Cafe, Coffee & Reading Terminal",0.2388,5,0.843,0.0253,0.2508,0.2243,0.0281,0.0853
K_s-9Wd6vXSfnxYFzhE0Kw,0.0206,0.0236,0.0237,0.0141,0.0185,0.0266,0.025,0.0615,0.0181,0.0187,0.0181,0.1088,0.0327,0.0235,0.0162,0.0213,0.0585,0.1462,0.093,0.2461,0.0149,0.0272,0.0224,0.056,0.0212,Kei Sushi Restaurant,1711 South St,"Sushi Bars, Restaurants",4.5,157,1,0:0-0:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-22:0,11:30-22:0,16:0-21:0,Quick & Fresh Lunch,0.2461,7,0.8243,0.0272,0.2308,0.2232,0.023,0.082
Fj1jToh-ChfAOSR8x4wEnw,0.0173,0.052,0.0156,0.0163,0.0223,0.0332,0.0306,0.0598,0.0177,0.0194,0.0162,0.0968,0.0273,0.0301,0.015,0.0212,0.049,0.1276,0.0489,0.28,0.0449,0.0202,0.0233,0.0532,0.0169,La Roca,4161 Main St,"Nightlife, Mexican, Restaurants, Bars, Cocktail Bars",3.0,195,1,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-2:0,11:0-2:0,11:0-0:0,Small Plates & Cocktails,0.28,6,0.6082,0.0269,0.2194,0.2188,0.0324,0.074
D6RHhqoMP6AaRNUbgeCiMw,0.0254,0.0347,0.028,0.0255,0.0232,0.0299,0.0221,0.0532,0.0304,0.0379,0.1148,0.0739,0.028,0.0216,0.025,0.0251,0.0491,0.1168,0.0352,0.242,0.0221,0.0188,0.0249,0.0543,0.0165,Tubby Robot Ice Cream Factory,4369 Main St,"Food, Ice Cream & Frozen Yogurt",4.0,113,1,0:0-0:0,,12:0-21:0,12:0-21:0,12:0-22:0,12:0-22:0,12:0-21:0,Desserts & Bakery,0.242,6,0.5909,0.0252,0.2182,0.2253,0.027,0.0705
b1okJ5qEPCIHbIgQ1NGyXQ,0.0256,0.0258,0.0304,0.0176,0.0232,0.0229,0.0226,0.0699,0.0161,0.0145,0.0199,0.1039,0.0484,0.0215,0.0169,0.0208,0.0477,0.1513,0.0452,0.2355,0.0539,0.0232,0.0232,0.0578,0.0156,La Mula Terca,2053 S Beechwood St,"American (New), Restaurants, Tacos, Mexican, Latin American, Vegetarian, New Mexican Cuisine, Breakfast & Brunch",4.5,91,1,0:0-0:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,10:0-22:0,10:0-15:0,Small Plates & Cocktails,0.2355,6,0.8562,0.0325,0.2172,0.2261,0.0246,0.0848
7xckZSLRWf5uf3L1IsF1Kg,0.0216,0.0243,0.0253,0.0161,0.0217,0.0247,0.0245,0.0724,0.015,0.0252,0.0129,0.0756,0.0326,0.0234,0.0181,0.0183,0.0649,0.1254,0.0648,0.2867,0.0172,0.0444,0.0213,0.0597,0.0205,Mandarin Palace,1835 Chestnut St,"Restaurants, Asian Fusion, Chinese, Sushi Bars",3.5,185,1,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,12:0-23:0,13:0-22:0,Spicy & Asian Flavors,0.2867,7,0.5196,0.0262,0.2232,0.2243,0.0234,0.0745
Q9poenJ9SS3agpPo4Pgyyg,0.0206,0.0278,0.0225,0.0658,0.03,0.0263,0.022,0.0592,0.0165,0.0224,0.0292,0.0791,0.0336,0.0259,0.0219,0.0191,0.0472,0.1512,0.0483,0.2406,0.0218,0.0327,0.0236,0.0473,0.0216,Ray's Café & Teahouse,141 N 9th St,"Coffee & Tea, Chinese, Restaurants, Food",4.5,181,1,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,11:30-17:0,,"Cafe, Coffee & Reading Terminal",0.2406,5,0.864,0.0259,0.2433,0.2204,0.0232,0.0818
-UJ7ZTb3zfmqZogmy3fnGg,0.0206,0.0285,0.0188,0.0135,0.0239,0.0228,0.0248,0.0583,0.0165,0.0279,0.0189,0.1505,0.0468,0.0194,0.0164,0.0195,0.048,0.122,0.0372,0.3076,0.0246,0.0136,0.0239,0.0455,0.0175,Bellini,220 S 16th St,"Wine Bars, Venues & Event Spaces, Event Planning & Services, Restaurants, Cocktail Bars, Italian, Bars, Nightlife",3.0,318,1,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0,16:0-22:0,16:0-22:0,16:0-21:0,Dinner & Happy Hour,0.3076,4,0.5477,0.0323,0.2138,0.2182,0.0244,0.0696
BAaU9XVWHtSYU16BxdZERw,0.0252,0.1241,0.0169,0.0201,0.0303,0.019,0.0193,0.0334,0.0231,0.0239,0.0274,0.0596,0.0183,0.0161,0.0294,0.036,0.0483,0.117,0.0322,0.2996,0.0174,0.0161,0.0218,0.0497,0.0351,Franklin Music Hall,421 N 7th St,"Arts & Entertainment, Performing Arts, Music Venues, Event Planning & Services, Venues & Event Spaces, Nightlife",3.0,271,1,12:0-18:0,12:0-18:0,12:0-18:0,12:0-18:0,12:0-18:0,12:0-18:0,,Bar Vibes & Live Music,0.2996,4,0.4264,0.0231,0.2147,0.2233,0.0528,0.0682
GUMVStVaJfWmCIpQA4TtHg,0.0204,0.027,0.0243,0.0132,0.0252,0.0293,0.0284,0.0547,0.0164,0.0184,0.0171,0.1064,0.0312,0.0251,0.016,0.0177,0.0593,0.1308,0.0899,0.2793,0.0143,0.0252,0.022,0.0518,0.0182,Crazy Sushi,1837 Chestnut St,"Restaurants, Japanese, Sushi Bars",4.0,550,1,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:30,13:0-22:30,13:0-22:0,Quick & Fresh Lunch,0.2793,7,0.6931,0.0268,0.2295,0.2207,0.0252,0.0745
cPDX2Y4H0fks-Qj5tfBduA,0.0197,0.0211,0.0218,0.0188,0.0231,0.0254,0.0235,0.0543,0.0134,0.0367,0.1176,0.0735,0.0271,0.0262,0.0214,0.0294,0.0474,0.1337,0.0405,0.2555,0.0223,0.0152,0.0289,0.0438,0.0191,Tartes Pastry Shop,212 Arch St,"Desserts, Bakeries, Food, Restaurants",4.0,181,1,,,16:0-18:0,,16:0-18:0,12:0-18:0,,Desserts & Bakery,0.2555,5,0.7315,0.0264,0.2176,0.2209,0.0214,0.0753
C_EtrXTygRX5RTUOKtO6Dg,0.0308,0.0568,0.0471,0.0164,0.024,0.0206,0.0205,0.0594,0.022,0.0277,0.0187,0.0995,0.0219,0.0205,0.0201,0.0235,0.0512,0.1145,0.0445,0.3003,0.0347,0.0199,0.0216,0.0525,0.0283,Copabanana,4000 Spruce St,"Nightlife, Bars, Restaurants, American (Traditional)",3.0,334,1,0:0-0:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,12:0-20:0,Small Plates & Cocktails,0.3003,7,0.582,0.0218,0.2154,0.2305,0.035,0.068
vUrTGX_7HxqeoQ_6QCVz6g,0.02,0.0295,0.0344,0.0271,0.0182,0.0332,0.0253,0.0635,0.018,0.0193,0.0241,0.1183,0.0443,0.0245,0.0192,0.028,0.0469,0.1531,0.0412,0.2556,0.0183,0.0197,0.0226,0.0431,0.0208,Suraya,1528 Frankford Ave,"Active Life, Beer Gardens, Grocery, Middle Eastern, Specialty Food, American (New), Parks, Cafes, Food, Nightlife, Restaurants, Coffee & Tea, Lebanese",4.5,1121,1,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,17:0-22:30,17:0-22:30,17:0-21:30,Fine Dining & Tasting Menu,0.2556,4,0.8435,0.0336,0.2219,0.2238,0.0247,0.081
PYUI1OJVksGUbCrteU68bw,0.0194,0.0495,0.0722,0.0165,0.0192,0.0229,0.0306,0.0702,0.0317,0.0217,0.0187,0.0975,0.0257,0.0236,0.0175,0.0201,0.0478,0.1345,0.047,0.274,0.0247,0.019,0.0252,0.0437,0.0209,Bourbon & Branch,705 N 2nd St,"Bars, American (Traditional), Breakfast & Brunch, Music Venues, Arts & Entertainment, Nightlife, Restaurants",4.0,392,1,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,10:0-22:0,10:0-22:0,Brunch & Breakfast,0.274,5,0.7239,0.026,0.2185,0.2327,0.0323,0.0745
c-jQ_--GMT_SvyjclyYqMg,0.0255,0.0386,0.0485,0.0141,0.0311,0.0196,0.0318,0.0579,0.05,0.0311,0.0147,0.1043,0.0282,0.0365,0.0197,0.0258,0.0454,0.1224,0.0468,0.3053,0.0211,0.0177,0.0344,0.0446,0.0262,Craft Manayunk,4141 Main St,"Nightlife, Bars, Pubs, Food, Beer, Wine & Spirits, American (Traditional), Restaurants",3.5,97,1,16:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0,11:30-22:0,11:30-22:0,10:30-22:0,Craft Beer & Sports Bars,0.3053,4,0.578,0.0289,0.216,0.2267,0.0316,0.0727
kDzp5FXnuG3Pwk6orhfl8A,0.0328,0.0221,0.0205,0.017,0.0275,0.028,0.0214,0.1149,0.0188,0.0192,0.0147,0.0675,0.0249,0.0276,0.0194,0.0441,0.0457,0.1561,0.037,0.2655,0.013,0.0131,0.0235,0.0513,0.0172,Circles + Squares,2513 Tulip St,"Restaurants, Pizza",5.0,103,1,,,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,,Outdoor & Street Seating,0.2655,5,0.8199,0.0285,0.213,0.2261,0.0256,0.0849
RQAF6a0akMiot5lZZnMNNw,0.0225,0.0259,0.0216,0.0177,0.0255,0.0244,0.0228,0.1074,0.0263,0.0248,0.0148,0.067,0.0245,0.0252,0.0166,0.025,0.0454,0.1543,0.0444,0.2815,0.0136,0.0134,0.0225,0.0575,0.0192,Dalessandro’s Steaks & Hoagies,600 Wendover St,"Sandwiches, Delis, Restaurants, Cheesesteaks",4.0,2686,1,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-21:0,Comfort Food & Sandwiches,0.2815,5,0.6686,0.024,0.2177,0.2242,0.0236,0.0857
QtST1igZAi0q9LxJr6srIQ,0.0209,0.0234,0.0756,0.0353,0.025,0.0257,0.0546,0.0689,0.0185,0.0229,0.0234,0.078,0.0269,0.0234,0.0157,0.0185,0.0509,0.1298,0.0553,0.2622,0.0215,0.023,0.0209,0.0468,0.0224,Pearl's Oyster Bar,51 N 12th St,"Restaurants, Seafood, American (New), Live/Raw Food, Breakfast & Brunch",4.0,298,1,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,Brunch & Breakfast,0.2622,8,0.665,0.0345,0.2301,0.2295,0.0334,0.0722
K2svtoFXk68mFIIwLjG36g,0.0263,0.0245,0.0544,0.028,0.0221,0.0273,0.0251,0.0729,0.0207,0.035,0.0224,0.0666,0.0256,0.0166,0.017,0.0203,0.0425,0.119,0.0757,0.2951,0.0203,0.0193,0.0359,0.0698,0.0256,Devon & Blakely,1801 Market St,"Soup, Restaurants, Breakfast & Brunch, Sandwiches",3.0,94,1,,,,,,,,Brunch & Breakfast,0.2951,7,0.411,0.0241,0.2314,0.2363,0.0253,0.0793
IFFuw9ZIzpcWSqu2OHmjZA,0.0291,0.0231,0.0306,0.0169,0.0254,0.0218,0.0173,0.0665,0.0148,0.0208,0.0175,0.0763,0.0282,0.0256,0.0209,0.0234,0.0674,0.129,0.0681,0.2777,0.0151,0.0489,0.0275,0.0609,0.0209,Tampopo,269 S 44th St,"Sushi Bars, Restaurants, Japanese, Korean",3.5,185,1,,16:30-21:30,16:30-21:30,16:30-21:30,16:30-21:30,16:30-21:30,12:0-20:30,Spicy & Asian Flavors,0.2777,7,0.6834,0.0232,0.2231,0.2287,0.0232,0.0781
A4zsfXGNGeOu37dDMcKTUg,0.0197,0.0265,0.0327,0.0378,0.0227,0.0204,0.019,0.0647,0.0266,0.0254,0.0234,0.0671,0.0215,0.0343,0.0348,0.026,0.0412,0.1344,0.0758,0.2503,0.0171,0.0182,0.026,0.0828,0.0175,Honey Bee Gourmet Deli,1034 Spruce St,"Delis, Restaurants, Convenience Stores, Grocery, Food",4.5,57,1,0:0-0:0,7:30-20:0,6:30-7:30,7:30-20:0,7:30-20:0,8:0-19:0,8:0-19:0,Markets & Grocery Shopping,0.2503,6,0.7574,0.0217,0.2377,0.236,0.0215,0.0864
jc6PRKXaOwQeKtQGXoG76Q,0.0195,0.0273,0.023,0.0129,0.0279,0.0261,0.034,0.0897,0.0177,0.0225,0.0169,0.0861,0.0248,0.0318,0.0148,0.0169,0.045,0.1327,0.0462,0.2881,0.0219,0.0235,0.0228,0.0597,0.0194,The Shake Seafood,"2141 Cottman Ave, Unit D","Restaurants, Seafood",4.0,189,1,0:0-0:0,13:0-22:0,13:0-22:0,13:0-22:0,13:0-22:30,13:0-22:30,13:0-22:30,Cocktail Bars & Speakeasy,0.2881,5,0.7527,0.026,0.2164,0.2214,0.0269,0.0778
